"","lake","month","date","depth","temp","pH","do_mgl","cond","do_sat","tempF"
"2274","Otsego Lake","May","5/18/2010",16,7.72,8.33,10.95,0.296,NA,45.896
"2275","Otsego Lake","May","5/18/2010",18,7.22,8.17,10.85,0.296,NA,44.996
"2276","Otsego Lake","May","5/18/2010",20,6.4,8.03,10.89,0.296,NA,43.52
"2277","Otsego Lake","May","5/18/2010",25,5.44,7.94,10.68,0.295,NA,41.792
"2278","Otsego Lake","May","5/18/2010",30,5.12,7.89,10.65,0.295,NA,41.216
"2279","Otsego Lake","May","5/18/2010",35,4.82,7.86,10.61,0.295,NA,40.676
"2280","Otsego Lake","May","5/18/2010",40,4.49,7.79,10.41,0.295,NA,40.082
"2281","Otsego Lake","May","5/18/2010",42,4.32,7.64,10.1,0.295,NA,39.776
"2282","Otsego Lake","May","5/18/2010",44,4.3,7.62,10.1,0.296,NA,39.74
"2283","Otsego Lake","May","5/18/2010",46,4.24,7.67,10.03,0.295,NA,39.632
"2284","Otsego Lake","May","5/18/2010",48,4.2,7.61,9.97,0.295,NA,39.56
"2285","Otsego Lake","Nov","11/8/1994",0.1,11.08,8.39,9.45,0.252,NA,51.944
"2286","Otsego Lake","Apr","4/5/2010",2,3.28,8.04,11.72,0.301,NA,37.904
"2287","Otsego Lake","Apr","4/5/2010",4,3.28,8.05,11.63,0.302,NA,37.904
"2288","Otsego Lake","Apr","4/5/2010",6,3.28,8.04,11.6,0.302,NA,37.904
"2289","Otsego Lake","Apr","4/5/2010",8,3.28,8.06,11.56,0.301,NA,37.904
"2290","Otsego Lake","Apr","4/5/2010",10,3.28,8.07,11.54,0.302,NA,37.904
"2291","Otsego Lake","Apr","4/5/2010",12,3.28,8.08,11.53,0.302,NA,37.904
"2292","Otsego Lake","Apr","4/5/2010",14,3.3,8.09,11.47,0.302,NA,37.94
"2293","Otsego Lake","Apr","4/5/2010",16,3.31,8.09,11.47,0.301,NA,37.958
"2294","Otsego Lake","Apr","4/5/2010",18,3.31,8.08,11.48,0.301,NA,37.958
"2295","Otsego Lake","Apr","4/5/2010",20,3.31,8.1,11.44,0.304,NA,37.958
"2296","Otsego Lake","Apr","4/5/2010",25,3.34,8.13,11.45,0.301,NA,38.012
"2297","Otsego Lake","Apr","4/5/2010",30,3.34,8.17,11.46,0.3,NA,38.012
"2298","Otsego Lake","Apr","4/5/2010",35,3.37,8.2,11.41,0.302,NA,38.066
"2299","Otsego Lake","Apr","4/5/2010",40,3.4,8.22,11.43,0.302,NA,38.12
"2300","Otsego Lake","Apr","4/5/2010",42,3.43,8.26,11.39,0.302,NA,38.174
"2301","Otsego Lake","Apr","4/5/2010",44,3.44,8.27,11.37,0.3,NA,38.192
"2302","Otsego Lake","Apr","4/5/2010",46,3.5,8.29,11.35,0.303,NA,38.3
"2303","Otsego Lake","Apr","4/5/2010",48,3.53,8.3,11.34,0.301,NA,38.354
"2304","Otsego Lake","Nov","11/15/1994",0.1,9.91,8.17,9.44,0.251,NA,49.838
"2305","Otsego Lake","Mar","3/18/2010",2,1.92,7.9,12.42,0.299,NA,35.456
"2306","Otsego Lake","Mar","3/18/2010",4,1.92,7.86,12.36,0.301,NA,35.456
"2307","Otsego Lake","Mar","3/18/2010",6,1.96,7.85,12.29,0.298,NA,35.528
"2308","Otsego Lake","Mar","3/18/2010",8,1.9,7.78,12.37,0.302,NA,35.42
"2309","Otsego Lake","Mar","3/18/2010",10,1.89,7.75,12.31,0.302,NA,35.402
"2310","Otsego Lake","Mar","3/18/2010",12,1.89,7.72,12.27,0.301,NA,35.402
"2311","Otsego Lake","Mar","3/18/2010",14,1.89,7.7,12.24,0.302,NA,35.402
"2312","Otsego Lake","Mar","3/18/2010",16,1.94,7.68,12.1,0.303,NA,35.492
"2313","Otsego Lake","Mar","3/18/2010",18,1.88,7.63,11.92,0.304,NA,35.384
"2314","Otsego Lake","Mar","3/18/2010",20,2.13,7.56,10.95,0.3,NA,35.834
"2315","Otsego Lake","Mar","3/18/2010",25,2.42,7.51,10.63,0.298,NA,36.356
"2316","Otsego Lake","Mar","3/18/2010",30,2.82,7.48,9.75,0.3,NA,37.076
"2317","Otsego Lake","Mar","3/18/2010",35,2.71,7.45,9.59,0.31,NA,36.878
"2318","Otsego Lake","Mar","3/18/2010",40,2.56,7.44,9.95,0.32,NA,36.608
"2319","Otsego Lake","Mar","3/18/2010",42,2.46,7.51,10.24,0.325,NA,36.428
"2320","Otsego Lake","Mar","3/18/2010",44,2.6,7.5,9.5,0.323,NA,36.68
"2321","Otsego Lake","Mar","3/18/2010",46,2.72,7.49,8.72,0.321,NA,36.896
"2322","Otsego Lake","Mar","3/18/2010",48,2.66,7.49,9.24,0.33,NA,36.788
"2323","Otsego Lake","Nov","11/30/1994",0.1,7.12,8.19,9.5,0.25,NA,44.816
"2324","Otsego Lake","Feb","2/23/2010",2,1.13,8.59,13.58,0.296,NA,34.034
"2325","Otsego Lake","Feb","2/23/2010",4,1.29,8.46,12.85,0.292,NA,34.322
"2326","Otsego Lake","Feb","2/23/2010",6,1.36,8.37,12.51,0.291,NA,34.448
"2327","Otsego Lake","Feb","2/23/2010",8,1.48,8.31,12.22,0.29,NA,34.664
"2328","Otsego Lake","Feb","2/23/2010",10,1.55,8.27,12.08,0.291,NA,34.79
"2329","Otsego Lake","Feb","2/23/2010",12,1.64,8.27,11.95,0.289,NA,34.952
"2330","Otsego Lake","Feb","2/23/2010",14,1.75,8.26,11.78,0.293,NA,35.15
"2331","Otsego Lake","Feb","2/23/2010",16,1.87,8.23,11.6,0.29,NA,35.366
"2332","Otsego Lake","Feb","2/23/2010",18,2,8.21,11.44,0.291,NA,35.6
"2333","Otsego Lake","Feb","2/23/2010",20,2.13,8,11.22,0.289,NA,35.834
"2334","Otsego Lake","Feb","2/23/2010",25,2.3,7.92,10.48,0.294,NA,36.14
"2335","Otsego Lake","Feb","2/23/2010",30,2.69,7.87,10.66,0.291,NA,36.842
"2336","Otsego Lake","Feb","2/23/2010",35,2.71,7.83,10.32,0.294,NA,36.878
"2337","Otsego Lake","Feb","2/23/2010",40,2.76,7.78,9.86,0.3,NA,36.968
"2338","Otsego Lake","Feb","2/23/2010",42,2.72,7.78,9.77,0.302,NA,36.896
"2339","Otsego Lake","Feb","2/23/2010",44,2.73,7.78,9.65,0.303,NA,36.914
"2340","Otsego Lake","Feb","2/23/2010",46,2.86,7.74,8.92,0.302,NA,37.148
"2341","Otsego Lake","Feb","2/23/2010",48,2.83,7.71,8.78,0.314,NA,37.094
"2342","Otsego Lake","Dec","12/13/1994",0.1,5.61,7.94,9.82,0.261,NA,42.098
"2343","Otsego Lake","Dec","12/4/2009",2,7.57,7.18,9.8,0.295,NA,45.626
"2344","Otsego Lake","Dec","12/4/2009",4,7.57,7.24,9.66,0.295,NA,45.626
"2345","Otsego Lake","Dec","12/4/2009",6,7.56,7.18,9.65,0.294,NA,45.608
"2346","Otsego Lake","Dec","12/4/2009",8,7.56,7.18,9.61,0.294,NA,45.608
"2347","Otsego Lake","Dec","12/4/2009",10,7.56,7.1,9.56,0.294,NA,45.608
"2348","Otsego Lake","Dec","12/4/2009",12,7.55,7.11,9.56,0.295,NA,45.59
"2349","Otsego Lake","Dec","12/4/2009",14,7.53,7.1,9.55,0.294,NA,45.554
"2350","Otsego Lake","Dec","12/4/2009",16,7.52,7.1,9.54,0.295,NA,45.536
"2351","Otsego Lake","Dec","12/4/2009",18,7.52,7.09,9.51,0.295,NA,45.536
"2352","Otsego Lake","Dec","12/4/2009",20,7.52,7.11,9.53,0.293,NA,45.536
"2353","Otsego Lake","Dec","12/4/2009",25,7.48,7.13,9.53,0.295,NA,45.464
"2354","Otsego Lake","Dec","12/4/2009",30,7.43,7.15,9.22,0.296,NA,45.374
"2355","Otsego Lake","Dec","12/4/2009",35,6.53,6.86,6.12,0.303,NA,43.754
"2356","Otsego Lake","Dec","12/4/2009",40,5.77,6.6,2.14,0.309,NA,42.386
"2357","Otsego Lake","Dec","12/4/2009",42,5.73,6.5,1.81,0.311,NA,42.314
"2358","Otsego Lake","Dec","12/4/2009",44,5.63,6.42,0.98,0.313,NA,42.134
"2359","Otsego Lake","Dec","12/4/2009",46,5.58,6.38,0.58,0.313,NA,42.044
"2360","Otsego Lake","Dec","12/4/2009",48,5.56,6.36,0.45,0.314,NA,42.008
"2361","Otsego Lake","Dec","12/27/1994",0.1,4.44,7.81,10.73,0.263,NA,39.992
"2362","Otsego Lake","Nov","11/13/2009",2,9.03,NA,9.4,0.285,NA,48.254
"2363","Otsego Lake","Nov","11/13/2009",4,9.01,NA,9.39,0.285,NA,48.218
"2364","Otsego Lake","Nov","11/13/2009",6,8.99,NA,9.3,0.285,NA,48.182
"2365","Otsego Lake","Nov","11/13/2009",8,8.99,NA,9.26,0.284,NA,48.182
"2366","Otsego Lake","Nov","11/13/2009",10,8.98,NA,9.23,0.284,NA,48.164
"2367","Otsego Lake","Nov","11/13/2009",12,8.97,NA,9.2,0.284,NA,48.146
"2368","Otsego Lake","Nov","11/13/2009",14,8.97,NA,9.19,0.284,NA,48.146
"2369","Otsego Lake","Nov","11/13/2009",16,8.95,NA,9.05,0.283,NA,48.11
"2370","Otsego Lake","Nov","11/13/2009",18,8.93,NA,8.97,0.284,NA,48.074
"2371","Otsego Lake","Nov","11/13/2009",20,8.89,NA,8.75,0.285,NA,48.002
"2372","Otsego Lake","Nov","11/13/2009",25,8.46,NA,7.1,0.288,NA,47.228
"2373","Otsego Lake","Nov","11/13/2009",30,7.09,NA,5,0.292,NA,44.762
"2374","Otsego Lake","Nov","11/13/2009",35,6.3,NA,4.35,0.294,NA,43.34
"2375","Otsego Lake","Nov","11/13/2009",40,5.82,NA,3.12,0.298,NA,42.476
"2376","Otsego Lake","Nov","11/13/2009",42,5.69,NA,2.36,0.3,NA,42.242
"2377","Otsego Lake","Nov","11/13/2009",44,5.6,NA,1.54,0.301,NA,42.08
"2378","Otsego Lake","Nov","11/13/2009",46,5.55,NA,0.94,0.303,NA,41.99
"2379","Otsego Lake","Jan","1/10/1995",0.1,1.88,7.97,12.52,0.238,NA,35.384
"2380","Otsego Lake","Oct","10/19/2009",2,11.86,NA,9.59,NA,NA,53.348
"2381","Otsego Lake","Oct","10/19/2009",4,11.82,NA,9.6,NA,NA,53.276
"2382","Otsego Lake","Oct","10/19/2009",6,11.79,NA,9.59,NA,NA,53.222
"2383","Otsego Lake","Oct","10/19/2009",8,11.78,NA,9.58,NA,NA,53.204
"2384","Otsego Lake","Oct","10/19/2009",10,11.77,NA,9.54,NA,NA,53.186
"2385","Otsego Lake","Oct","10/19/2009",12,11.76,NA,9.52,NA,NA,53.168
"2386","Otsego Lake","Oct","10/19/2009",14,11.15,NA,7.02,NA,NA,52.07
"2387","Otsego Lake","Oct","10/19/2009",16,9.19,NA,4.91,NA,NA,48.542
"2388","Otsego Lake","Oct","10/19/2009",18,8.32,NA,4.9,NA,NA,46.976
"2389","Otsego Lake","Oct","10/19/2009",20,7.82,NA,5.02,NA,NA,46.076
"2390","Otsego Lake","Oct","10/19/2009",25,7.14,NA,5.26,NA,NA,44.852
"2391","Otsego Lake","Oct","10/19/2009",30,6.61,NA,5.74,NA,NA,43.898
"2392","Otsego Lake","Oct","10/19/2009",35,6.12,NA,5.67,NA,NA,43.016
"2393","Otsego Lake","Oct","10/19/2009",40,5.73,NA,4.27,NA,NA,42.314
"2394","Otsego Lake","Oct","10/19/2009",42,5.52,NA,2.45,NA,NA,41.936
"2395","Otsego Lake","Oct","10/19/2009",44,5.45,NA,1.73,NA,NA,41.81
"2396","Otsego Lake","Oct","10/19/2009",46,5.44,NA,1.47,NA,NA,41.792
"2397","Otsego Lake","Oct","10/19/2009",48,5.4,NA,0.95,NA,NA,41.72
"2398","Otsego Lake","Jan","1/24/1995",0.1,2.27,7.93,12.57,0.246,NA,36.086
"2399","Otsego Lake","Oct","10/1/2009",2,16.17,8.59,9,0.278,NA,61.106
"2400","Otsego Lake","Oct","10/1/2009",4,16.17,8.62,8.75,0.278,NA,61.106
"2401","Otsego Lake","Oct","10/1/2009",6,16.17,8.65,8.78,0.278,NA,61.106
"2402","Otsego Lake","Oct","10/1/2009",8,16.16,8.67,8.84,0.277,NA,61.088
"2403","Otsego Lake","Oct","10/1/2009",10,16.13,8.65,8.76,0.277,NA,61.034
"2404","Otsego Lake","Oct","10/1/2009",12,14.92,8.19,7.33,0.29,NA,58.856
"2405","Otsego Lake","Oct","10/1/2009",14,10.03,7.76,5.78,0.303,NA,50.054
"2406","Otsego Lake","Oct","10/1/2009",16,9.21,7.65,5.61,0.303,NA,48.578
"2407","Otsego Lake","Oct","10/1/2009",18,8.51,7.6,5.51,0.302,NA,47.318
"2408","Otsego Lake","Oct","10/1/2009",20,7.72,7.55,5.65,0.302,NA,45.896
"2409","Otsego Lake","Oct","10/1/2009",25,6.91,7.54,6.07,0.299,NA,44.438
"2410","Otsego Lake","Oct","10/1/2009",30,6.34,7.55,6.47,0.298,NA,43.412
"2411","Otsego Lake","Oct","10/1/2009",35,5.82,7.54,5.57,0.301,NA,42.476
"2412","Otsego Lake","Oct","10/1/2009",40,5.48,7.47,3.12,0.305,NA,41.864
"2413","Otsego Lake","Oct","10/1/2009",42,5.44,7.45,2.42,0.306,NA,41.792
"2414","Otsego Lake","Oct","10/1/2009",44,5.44,7.46,2.36,0.307,NA,41.792
"2415","Otsego Lake","Oct","10/1/2009",46,5.36,7.42,1.44,0.309,NA,41.648
"2416","Otsego Lake","Oct","10/1/2009",48,5.36,7.39,1.4,0.309,NA,41.648
"2417","Otsego Lake","Feb","2/15/1995",0.1,1.36,8.26,15.05,0.272,NA,34.448
"2418","Otsego Lake","Sep","9/17/2009",2,19.58,8.52,9.03,0.278,NA,67.244
"2419","Otsego Lake","Sep","9/17/2009",4,19.57,8.49,8.99,0.278,NA,67.226
"2420","Otsego Lake","Sep","9/17/2009",6,19.57,8.49,8.96,0.277,NA,67.226
"2421","Otsego Lake","Sep","9/17/2009",8,19.53,8.48,8.9,0.277,NA,67.154
"2422","Otsego Lake","Sep","9/17/2009",10,16.3,8.06,7.13,0.297,NA,61.34
"2423","Otsego Lake","Sep","9/17/2009",12,11.42,7.92,6.3,0.302,NA,52.556
"2424","Otsego Lake","Sep","9/17/2009",14,9.32,7.92,6.04,0.303,NA,48.776
"2425","Otsego Lake","Sep","9/17/2009",16,8.11,7.94,6.34,0.301,NA,46.598
"2426","Otsego Lake","Sep","9/17/2009",18,7.63,7.92,6.07,0.301,NA,45.734
"2427","Otsego Lake","Sep","9/17/2009",20,7.28,7.9,6.5,0.3,NA,45.104
"2428","Otsego Lake","Sep","9/17/2009",25,6.76,7.88,6.9,0.299,NA,44.168
"2429","Otsego Lake","Sep","9/17/2009",30,6.28,7.84,7.15,0.299,NA,43.304
"2430","Otsego Lake","Sep","9/17/2009",35,5.93,7.82,6.75,0.299,NA,42.674
"2431","Otsego Lake","Sep","9/17/2009",40,5.53,7.75,4.72,0.304,NA,41.954
"2432","Otsego Lake","Sep","9/17/2009",42,5.48,7.64,3.27,0.305,NA,41.864
"2433","Otsego Lake","Sep","9/17/2009",44,5.4,7.62,3,0.305,NA,41.72
"2434","Otsego Lake","Sep","9/17/2009",46,5.35,7.57,2.08,0.307,NA,41.63
"2435","Otsego Lake","Sep","9/17/2009",48,5.32,7.53,1.34,0.309,NA,41.576
"2436","Otsego Lake","Mar","3/1/1995",0.1,0.9,8.22,15.02,0.275,NA,33.62
"2437","Otsego Lake","Sep","9/3/2009",2,21.49,8.56,8.85,0.278,NA,70.682
"2438","Otsego Lake","Sep","9/3/2009",4,21.22,8.55,8.83,0.278,NA,70.196
"2439","Otsego Lake","Sep","9/3/2009",6,21.15,8.52,8.25,0.278,NA,70.07
"2440","Otsego Lake","Sep","9/3/2009",8,20.97,8.51,8.6,0.279,NA,69.746
"2441","Otsego Lake","Sep","9/3/2009",10,15.48,8.39,7.55,0.301,NA,59.864
"2442","Otsego Lake","Sep","9/3/2009",12,11.05,8.36,7.54,0.304,NA,51.89
"2443","Otsego Lake","Sep","9/3/2009",14,9.01,8.37,7.16,0.303,NA,48.218
"2444","Otsego Lake","Sep","9/3/2009",16,8.35,8.35,7.03,0.301,NA,47.03
"2445","Otsego Lake","Sep","9/3/2009",18,7.93,8.11,6.71,0.3,NA,46.274
"2446","Otsego Lake","Sep","9/3/2009",20,7.62,7.99,6.88,0.302,NA,45.716
"2447","Otsego Lake","Sep","9/3/2009",25,6.92,7.85,7.22,0.3,NA,44.456
"2448","Otsego Lake","Sep","9/3/2009",30,6.41,7.78,7.47,0.299,NA,43.538
"2449","Otsego Lake","Sep","9/3/2009",35,5.84,7.7,7.02,0.3,NA,42.512
"2450","Otsego Lake","Sep","9/3/2009",40,5.63,7.55,5.82,0.303,NA,42.134
"2451","Otsego Lake","Sep","9/3/2009",42,5.51,7.52,4.76,0.304,NA,41.918
"2452","Otsego Lake","Sep","9/3/2009",44,5.46,7.48,4.25,0.304,NA,41.828
"2453","Otsego Lake","Sep","9/3/2009",46,5.36,7.47,3.21,0.306,NA,41.648
"2454","Otsego Lake","Sep","9/3/2009",48,5.34,7.39,2.83,0.306,NA,41.612
"2455","Otsego Lake","Apr","4/12/1995",0.1,3.31,8.04,12.53,0.266,NA,37.958
"2456","Otsego Lake","Aug","8/20/2009",2,24.53,8.16,8.28,0.282,NA,76.154
"2457","Otsego Lake","Aug","8/20/2009",4,24.41,8.2,8.26,0.281,NA,75.938
"2458","Otsego Lake","Aug","8/20/2009",6,23.69,8.17,8.32,0.283,NA,74.642
"2459","Otsego Lake","Aug","8/20/2009",8,19.8,8.12,7.91,0.292,NA,67.64
"2460","Otsego Lake","Aug","8/20/2009",10,14.3,8.14,8.24,0.304,NA,57.74
"2461","Otsego Lake","Aug","8/20/2009",12,10.7,8.12,7.51,0.304,NA,51.26
"2462","Otsego Lake","Aug","8/20/2009",14,9.02,8.14,7.71,0.302,NA,48.236
"2463","Otsego Lake","Aug","8/20/2009",16,8.43,8.06,7.5,0.302,NA,47.174
"2464","Otsego Lake","Aug","8/20/2009",18,8.13,7.92,7.17,0.3,NA,46.634
"2465","Otsego Lake","Aug","8/20/2009",20,7.65,7.84,7.34,0.3,NA,45.77
"2466","Otsego Lake","Aug","8/20/2009",25,7.04,7.78,7.41,0.301,NA,44.672
"2467","Otsego Lake","Aug","8/20/2009",30,6.42,7.73,7.73,0.3,NA,43.556
"2468","Otsego Lake","Aug","8/20/2009",35,5.99,7.64,7.39,0.301,NA,42.782
"2469","Otsego Lake","Aug","8/20/2009",40,5.63,7.55,6.78,0.301,NA,42.134
"2470","Otsego Lake","Aug","8/20/2009",42,5.46,7.48,5.45,0.304,NA,41.828
"2471","Otsego Lake","Aug","8/20/2009",44,5.35,7.38,4.79,0.306,NA,41.63
"2472","Otsego Lake","Aug","8/20/2009",46,5.33,7.29,4.4,0.305,NA,41.594
"2473","Otsego Lake","Aug","8/20/2009",48,5.31,7.23,3.84,0.307,NA,41.558
"2474","Otsego Lake","May","5/8/1995",0.1,6.68,8.27,11.54,0.28,NA,44.024
"2475","Otsego Lake","Aug","8/7/2009",2,22.35,8.33,9.11,0.287,NA,72.23
"2476","Otsego Lake","Aug","8/7/2009",4,22.2,8.35,9.25,0.286,NA,71.96
"2477","Otsego Lake","Aug","8/7/2009",6,22.04,8.32,9.05,0.287,NA,71.672
"2478","Otsego Lake","Aug","8/7/2009",8,20.57,8.31,8.82,0.294,NA,69.026
"2479","Otsego Lake","Aug","8/7/2009",10,12.78,8.13,9.03,0.304,NA,55.004
"2480","Otsego Lake","Aug","8/7/2009",12,9.88,8.04,8.52,0.303,NA,49.784
"2481","Otsego Lake","Aug","8/7/2009",14,8.94,8.02,8.38,0.3,NA,48.092
"2482","Otsego Lake","Aug","8/7/2009",16,8.15,8,8.15,0.302,NA,46.67
"2483","Otsego Lake","Aug","8/7/2009",18,7.69,7.96,7.75,0.303,NA,45.842
"2484","Otsego Lake","Aug","8/7/2009",20,7.25,7.9,7.77,0.302,NA,45.05
"2485","Otsego Lake","Aug","8/7/2009",25,6.84,7.87,7.98,0.301,NA,44.312
"2486","Otsego Lake","Aug","8/7/2009",30,6.46,7.8,7.95,0.302,NA,43.628
"2487","Otsego Lake","Aug","8/7/2009",35,5.96,7.75,8.17,0.302,NA,42.728
"2488","Otsego Lake","Aug","8/7/2009",40,5.58,7.61,7.38,0.302,NA,42.044
"2489","Otsego Lake","Aug","8/7/2009",42,5.49,7.57,6.85,0.303,NA,41.882
"2490","Otsego Lake","Aug","8/7/2009",44,5.4,7.52,6.14,0.304,NA,41.72
"2491","Otsego Lake","Aug","8/7/2009",46,5.32,7.45,5.1,0.306,NA,41.576
"2492","Otsego Lake","Aug","8/7/2009",48,5.32,7.45,5.05,0.307,NA,41.576
"2493","Otsego Lake","May","5/19/1995",0.1,10.09,8.27,11.03,0.278,NA,50.162
"2494","Otsego Lake","Jul","7/23/2009",4,21.06,8.52,8.94,0.3,NA,69.908
"2495","Otsego Lake","Jul","7/23/2009",8,17.38,8.34,8.78,0.306,NA,63.284
"2496","Otsego Lake","Jul","7/23/2009",12,9.51,8.17,9.18,0.309,NA,49.118
"2497","Otsego Lake","Jul","7/23/2009",16,8.08,8.14,8.72,0.308,NA,46.544
"2498","Otsego Lake","Jul","7/23/2009",20,7.44,8.11,8.55,0.307,NA,45.392
"2499","Otsego Lake","Jul","7/23/2009",30,6.36,8.17,8.64,0.304,NA,43.448
"2500","Otsego Lake","Jul","7/23/2009",40,5.53,7.71,7.59,0.308,NA,41.954
"2501","Otsego Lake","Jul","7/23/2009",44,5.31,7.54,6.87,0.309,NA,41.558
"2502","Otsego Lake","Jul","7/23/2009",48,5.24,7.4,5.63,0.311,NA,41.432
"2503","Otsego Lake","Jul","7/10/2009",2,21.05,8.52,8.68,0.194,NA,69.89
"2504","Otsego Lake","Jul","7/10/2009",4,20.83,8.59,8.89,0.193,NA,69.494
"2505","Otsego Lake","Jul","7/10/2009",6,20.6,8.6,8.94,0.192,NA,69.08
"2506","Otsego Lake","Jul","7/10/2009",8,15.92,8.55,10.2,0.199,NA,60.656
"2507","Otsego Lake","Jul","7/10/2009",10,12.34,8.45,10.01,0.2,NA,54.212
"2508","Otsego Lake","Jul","7/10/2009",12,9.48,8.35,9.86,0.201,NA,49.064
"2509","Otsego Lake","Jul","7/10/2009",14,8.59,8.27,9.32,0.201,NA,47.462
"2510","Otsego Lake","Jul","7/10/2009",16,8.04,8.21,8.95,0.201,NA,46.472
"2511","Otsego Lake","Jul","7/10/2009",18,7.55,8.17,8.97,0.201,NA,45.59
"2512","Otsego Lake","Jul","7/10/2009",20,7.3,8.16,8.99,0.201,NA,45.14
"2513","Otsego Lake","Jul","7/10/2009",30,6.22,8.18,9.24,0.202,NA,43.196
"2514","Otsego Lake","Jul","7/10/2009",40,5.64,8.11,8.32,0.203,NA,42.152
"2515","Otsego Lake","Jul","7/10/2009",42,5.54,8.08,8.06,0.204,NA,41.972
"2516","Otsego Lake","Jul","7/10/2009",44,5.48,7.75,7.58,0.204,NA,41.864
"2517","Otsego Lake","Jul","7/10/2009",46,5.41,7.85,7.31,0.205,NA,41.738
"2518","Otsego Lake","Jul","7/10/2009",48,5.38,7.9,6.63,0.206,NA,41.684
"2519","Otsego Lake","Jun","6/1/1995",0.1,13.78,8.32,10.73,0.275,NA,56.804
"2520","Otsego Lake","Jun","6/24/2009",2,19.95,8.45,8.93,0.287,NA,67.91
"2521","Otsego Lake","Jun","6/24/2009",4,19.77,8.44,8.97,0.289,NA,67.586
"2522","Otsego Lake","Jun","6/24/2009",6,17.78,8.5,9.72,0.29,NA,64.004
"2523","Otsego Lake","Jun","6/24/2009",8,14.75,8.56,10.35,0.292,NA,58.55
"2524","Otsego Lake","Jun","6/24/2009",10,11.03,8.46,10.34,0.296,NA,51.854
"2525","Otsego Lake","Jun","6/24/2009",12,9.53,8.39,10.02,0.296,NA,49.154
"2526","Otsego Lake","Jun","6/24/2009",14,8.26,8.35,9.84,0.296,NA,46.868
"2527","Otsego Lake","Jun","6/24/2009",16,7.89,8.32,9.72,0.297,NA,46.202
"2528","Otsego Lake","Jun","6/24/2009",18,7.63,8.3,9.64,0.297,NA,45.734
"2529","Otsego Lake","Jun","6/24/2009",20,7.39,8.29,9.64,0.297,NA,45.302
"2530","Otsego Lake","Jun","6/24/2009",25,6.73,8.28,9.75,0.297,NA,44.114
"2531","Otsego Lake","Jun","6/24/2009",30,6.33,8.26,9.75,0.297,NA,43.394
"2532","Otsego Lake","Jun","6/24/2009",35,5.96,8.23,9.49,0.298,NA,42.728
"2533","Otsego Lake","Jun","6/24/2009",40,5.61,6.86,9.17,0.299,NA,42.098
"2534","Otsego Lake","Jun","6/24/2009",42,5.57,7.79,8.92,0.3,NA,42.026
"2535","Otsego Lake","Jun","6/24/2009",44,5.52,8.01,8.68,0.3,NA,41.936
"2536","Otsego Lake","Jun","6/24/2009",46,5.5,8.04,8.61,0.3,NA,41.9
"2537","Otsego Lake","Jun","6/24/2009",48,5.38,8.04,8.26,0.302,NA,41.684
"2538","Otsego Lake","Jun","6/15/1995",0.1,18.4,8.55,10.4,0.26,NA,65.12
"2539","Otsego Lake","Jun","6/10/2009",4,17.44,8.49,9.63,0.294,NA,63.392
"2540","Otsego Lake","Jun","6/10/2009",8,12.79,8.45,10.69,0.294,NA,55.022
"2541","Otsego Lake","Jun","6/10/2009",12,9.46,8.2,10.27,0.298,NA,49.028
"2542","Otsego Lake","Jun","6/10/2009",16,8.11,8.13,10,0.298,NA,46.598
"2543","Otsego Lake","Jun","6/10/2009",20,7.53,7.9,10.64,0.295,NA,45.554
"2544","Otsego Lake","Jun","6/10/2009",30,6.37,7.8,9.92,0.296,NA,43.466
"2545","Otsego Lake","Jun","6/10/2009",40,5.62,7.75,9.92,0.296,NA,42.116
"2546","Otsego Lake","Jun","6/10/2009",44,5.32,7.7,9.66,0.296,NA,41.576
"2547","Otsego Lake","Jun","6/10/2009",48,5.12,7.64,8.8,0.296,NA,41.216
"2548","Otsego Lake","Jul","7/6/1995",0.1,22.99,8.02,9.33,0.235,NA,73.382
"2549","Otsego Lake","May","5/27/2009",2,13.54,8.59,12.19,0.295,NA,56.372
"2550","Otsego Lake","May","5/27/2009",4,13.4,8.62,12.16,0.296,NA,56.12
"2551","Otsego Lake","May","5/27/2009",6,12.51,8.56,12.41,0.296,NA,54.518
"2552","Otsego Lake","May","5/27/2009",8,11.13,8.5,12.27,0.298,NA,52.034
"2553","Otsego Lake","May","5/27/2009",10,10.88,8.46,11.98,0.298,NA,51.584
"2554","Otsego Lake","May","5/27/2009",12,9.15,8.34,11.5,0.299,NA,48.47
"2555","Otsego Lake","May","5/27/2009",14,8.1,8.18,11.32,0.298,NA,46.58
"2556","Otsego Lake","May","5/27/2009",16,7.51,8.14,11.25,0.299,NA,45.518
"2557","Otsego Lake","May","5/27/2009",18,7.31,8.1,11.21,0.299,NA,45.158
"2558","Otsego Lake","May","5/27/2009",20,7.07,8.08,11.21,0.298,NA,44.726
"2559","Otsego Lake","May","5/27/2009",25,6.54,8.04,11.17,0.298,NA,43.772
"2560","Otsego Lake","May","5/27/2009",30,5.83,7.97,11.13,0.298,NA,42.494
"2561","Otsego Lake","May","5/27/2009",35,5.46,7.91,10.9,0.298,NA,41.828
"2562","Otsego Lake","May","5/27/2009",40,5.22,7.87,10.75,0.298,NA,41.396
"2563","Otsego Lake","May","5/27/2009",42,5.16,7.84,10.69,0.297,NA,41.288
"2564","Otsego Lake","May","5/27/2009",44,5.08,7.8,10.54,0.297,NA,41.144
"2565","Otsego Lake","May","5/27/2009",46,5.02,7.78,10.39,0.297,NA,41.036
