"","lake","month","date","depth","temp","pH","do_mgl","cond","do_sat","tempF"
"8048","Otsego Lake","Sep","9/27/1993",20,7,7.73,4.84,0.268,NA,44.6
"8049","Otsego Lake","Sep","9/27/1993",30,5.89,7.67,6.14,0.266,NA,42.602
"8050","Otsego Lake","Sep","9/27/1993",40,5.15,7.62,4.83,0.266,NA,41.27
"8051","Otsego Lake","Sep","9/27/1993",42,5.05,7.59,3.87,0.265,NA,41.09
"8052","Otsego Lake","Sep","9/27/1993",44,4.98,7.56,3.04,0.267,NA,40.964
"8053","Otsego Lake","Sep","9/27/1993",46,4.9,7.53,1.8,0.27,NA,40.82
"8054","Otsego Lake","Sep","9/27/1993",48,4.8,7.49,1.06,0.271,NA,40.64
"8055","Otsego Lake","Sep","9/27/1993",50,4.77,7.46,0.86,0.272,NA,40.586
"8056","Otsego Lake","Nov","11/2/2011",0.1,10.91,8.09,9.99,0.298,90.5,51.638
"8057","Otsego Lake","Sep","9/21/1993",2,18.26,8.51,9.04,0.224,NA,64.868
"8058","Otsego Lake","Sep","9/21/1993",4,18.26,8.47,9.13,0.224,NA,64.868
"8059","Otsego Lake","Sep","9/21/1993",6,18.26,8.46,9.1,0.225,NA,64.868
"8060","Otsego Lake","Sep","9/21/1993",8,18.26,8.45,9.08,0.225,NA,64.868
"8061","Otsego Lake","Sep","9/21/1993",10,18.26,8.44,9.07,0.225,NA,64.868
"8062","Otsego Lake","Sep","9/21/1993",12,14.95,8.11,5.73,0.255,NA,58.91
"8063","Otsego Lake","Sep","9/21/1993",14,10.45,7.91,4.69,0.272,NA,50.81
"8064","Otsego Lake","Sep","9/21/1993",16,8.36,7.84,4.39,0.271,NA,47.048
"8065","Otsego Lake","Sep","9/21/1993",18,7.69,7.8,4.67,0.27,NA,45.842
"8066","Otsego Lake","Sep","9/21/1993",20,7.18,7.76,4.96,0.27,NA,44.924
"8067","Otsego Lake","Sep","9/21/1993",30,5.92,7.71,5.86,0.269,NA,42.656
"8068","Otsego Lake","Sep","9/21/1993",40,5,7.68,5.19,0.269,NA,41
"8069","Otsego Lake","Sep","9/21/1993",42,4.92,7.65,4.31,0.27,NA,40.856
"8070","Otsego Lake","Sep","9/21/1993",44,4.81,7.61,3.11,0.271,NA,40.658
"8071","Otsego Lake","Sep","9/21/1993",46,4.76,7.58,2.04,0.27,NA,40.568
"8072","Otsego Lake","Sep","9/21/1993",48,4.68,7.54,0.96,0.273,NA,40.424
"8073","Otsego Lake","Sep","9/21/1993",50,7.64,7.52,0.83,0.274,NA,45.752
"8074","Otsego Lake","Nov","11/22/2011",0.1,8.39,7.99,10.51,0.299,89.7,47.102
"8075","Otsego Lake","Sep","9/14/1993",2,19.85,8.57,9.02,0.224,NA,67.73
"8076","Otsego Lake","Sep","9/14/1993",4,19.84,8.54,9,0.224,NA,67.712
"8077","Otsego Lake","Sep","9/14/1993",6,19.81,8.51,8.93,0.223,NA,67.658
"8078","Otsego Lake","Sep","9/14/1993",8,19.78,8.49,8.88,0.223,NA,67.604
"8079","Otsego Lake","Sep","9/14/1993",10,19.76,8.47,8.85,0.224,NA,67.568
"8080","Otsego Lake","Sep","9/14/1993",12,13.8,8,6.15,0.262,NA,56.84
"8081","Otsego Lake","Sep","9/14/1993",14,10.98,7.79,5.52,0.268,NA,51.764
"8082","Otsego Lake","Sep","9/14/1993",16,8.89,7.71,5.11,0.269,NA,48.002
"8083","Otsego Lake","Sep","9/14/1993",18,7.96,7.67,4.95,0.271,NA,46.328
"8084","Otsego Lake","Sep","9/14/1993",20,7.76,7.64,4.91,0.269,NA,45.968
"8085","Otsego Lake","Sep","9/14/1993",30,6.75,7.61,6.28,0.268,NA,44.15
"8086","Otsego Lake","Sep","9/14/1993",40,4.92,7.61,6.55,0.267,NA,40.856
"8087","Otsego Lake","Sep","9/14/1993",42,4.8,7.59,5.73,0.263,NA,40.64
"8088","Otsego Lake","Sep","9/14/1993",44,4.62,7.52,3.6,0.269,NA,40.316
"8089","Otsego Lake","Sep","9/14/1993",46,4.54,7.48,2.26,0.271,NA,40.172
"8090","Otsego Lake","Sep","9/14/1993",48,4.5,7.44,1.1,0.274,NA,40.1
"8091","Otsego Lake","Sep","9/14/1993",50,4.46,7.42,1.1,0.272,NA,40.028
"8092","Otsego Lake","Dec","12/5/2011",0.1,7.35,8.05,11.06,0.292,91.9,45.23
"8093","Otsego Lake","Aug","8/31/1993",2,23.32,8.53,9.18,0.216,NA,73.976
"8094","Otsego Lake","Aug","8/31/1993",4,23.24,8.5,9.22,0.216,NA,73.832
"8095","Otsego Lake","Aug","8/31/1993",6,22.41,8.47,9.65,0.218,NA,72.338
"8096","Otsego Lake","Aug","8/31/1993",8,20.83,8.38,9.34,0.225,NA,69.494
"8097","Otsego Lake","Aug","8/31/1993",10,18.15,8.28,9.68,0.238,NA,64.67
"8098","Otsego Lake","Aug","8/31/1993",12,12.94,8.08,8.14,0.254,NA,55.292
"8099","Otsego Lake","Aug","8/31/1993",14,9.36,7.93,7.05,0.258,NA,48.848
"8100","Otsego Lake","Aug","8/31/1993",16,8.12,7.82,5.73,0.261,NA,46.616
"8101","Otsego Lake","Aug","8/31/1993",18,7.45,7.76,5.59,0.26,NA,45.41
"8102","Otsego Lake","Aug","8/31/1993",20,7.02,7.72,5.48,0.261,NA,44.636
"8103","Otsego Lake","Aug","8/31/1993",30,5.75,7.7,7.28,0.257,NA,42.35
"8104","Otsego Lake","Aug","8/31/1993",40,5.05,7.65,5.69,0.257,NA,41.09
"8105","Otsego Lake","Aug","8/31/1993",42,4.84,7.62,5.2,0.258,NA,40.712
"8106","Otsego Lake","Aug","8/31/1993",44,4.74,7.59,3.47,0.261,NA,40.532
"8107","Otsego Lake","Aug","8/31/1993",46,4.68,7.54,2.21,0.263,NA,40.424
"8108","Otsego Lake","Aug","8/31/1993",48,4.64,7.5,1.58,0.263,NA,40.352
"8109","Otsego Lake","Aug","8/31/1993",50,4.65,7.48,1.52,0.263,NA,40.37
"8110","Otsego Lake","Dec","12/22/2011",0.1,5.67,7.94,11.33,0.214,90.3,42.206
"8111","Otsego Lake","Aug","8/26/1993",2,22.67,8.49,9.13,0.232,NA,72.806
"8112","Otsego Lake","Aug","8/26/1993",4,22.61,8.41,9.18,0.232,NA,72.698
"8113","Otsego Lake","Aug","8/26/1993",6,22.2,8.4,9.31,0.233,NA,71.96
"8114","Otsego Lake","Aug","8/26/1993",8,21.45,8.38,9.64,0.236,NA,70.61
"8115","Otsego Lake","Aug","8/26/1993",10,16.34,8.17,9.89,0.259,NA,61.412
"8116","Otsego Lake","Aug","8/26/1993",12,12.48,8.01,9.29,0.269,NA,54.464
"8117","Otsego Lake","Aug","8/26/1993",14,9.59,7.88,8.06,0.274,NA,49.262
"8118","Otsego Lake","Aug","8/26/1993",16,8.5,7.81,7.43,0.275,NA,47.3
"8119","Otsego Lake","Aug","8/26/1993",18,7.51,7.73,6.11,0.276,NA,45.518
"8120","Otsego Lake","Aug","8/26/1993",20,7.12,7.68,5.74,0.277,NA,44.816
"8121","Otsego Lake","Aug","8/26/1993",30,5.71,7.68,7.55,0.271,NA,42.278
"8122","Otsego Lake","Aug","8/26/1993",40,4.97,7.66,7.04,0.27,NA,40.946
"8123","Otsego Lake","Aug","8/26/1993",42,4.84,7.64,6.2,0.273,NA,40.712
"8124","Otsego Lake","Aug","8/26/1993",44,4.76,7.6,4.78,0.274,NA,40.568
"8125","Otsego Lake","Aug","8/26/1993",46,4.66,7.57,3.39,0.277,NA,40.388
"8126","Otsego Lake","Aug","8/26/1993",48,4.6,7.52,1.81,0.279,NA,40.28
"8127","Otsego Lake","Aug","8/26/1993",50,4.5,7.49,1.39,0.281,NA,40.1
"8128","Otsego Lake","Mar","3/22/2012",0.1,3.43,8.11,13.59,0.313,102.2,38.174
"8129","Otsego Lake","Aug","8/19/1993",2,22.83,8.57,9.26,0.237,NA,73.094
"8130","Otsego Lake","Aug","8/19/1993",4,22.61,8.53,9.24,0.237,NA,72.698
"8131","Otsego Lake","Aug","8/19/1993",6,22.38,8.5,9.22,0.238,NA,72.284
"8132","Otsego Lake","Aug","8/19/1993",8,20.37,8.39,9.28,0.246,NA,68.666
"8133","Otsego Lake","Aug","8/19/1993",10,16.11,8.32,10.39,0.261,NA,60.998
"8134","Otsego Lake","Aug","8/19/1993",12,11.49,8.25,10.35,0.272,NA,52.682
"8135","Otsego Lake","Aug","8/19/1993",14,9.11,8.02,8.15,0.275,NA,48.398
"8136","Otsego Lake","Aug","8/19/1993",16,8,7.87,7.31,0.276,NA,46.4
"8137","Otsego Lake","Aug","8/19/1993",18,7.28,7.82,6.61,0.274,NA,45.104
"8138","Otsego Lake","Aug","8/19/1993",20,6.73,7.77,6.61,0.274,NA,44.114
"8139","Otsego Lake","Aug","8/19/1993",30,5.78,7.75,7.5,0.273,NA,42.404
"8140","Otsego Lake","Aug","8/19/1993",40,4.98,7.73,6.43,0.27,NA,40.964
"8141","Otsego Lake","Aug","8/19/1993",42,4.87,7.68,5.17,0.277,NA,40.766
"8142","Otsego Lake","Aug","8/19/1993",44,4.76,7.65,4.3,0.276,NA,40.568
"8143","Otsego Lake","Aug","8/19/1993",46,4.63,7.61,3.1,0.279,NA,40.334
"8144","Otsego Lake","Aug","8/19/1993",48,4.6,7.58,2.59,0.279,NA,40.28
"8145","Otsego Lake","Aug","8/19/1993",50,4.57,7.55,1.65,0.279,NA,40.226
"8146","Otsego Lake","Apr","4/12/2012",0.1,5.4,8.22,12.9,0.308,102.1,41.72
"8147","Otsego Lake","Aug","8/12/1993",2,21.54,8.67,8.83,0.241,NA,70.772
"8148","Otsego Lake","Aug","8/12/1993",4,21.51,8.56,8.81,0.241,NA,70.718
"8149","Otsego Lake","Aug","8/12/1993",6,21.46,8.5,8.78,0.241,NA,70.628
"8150","Otsego Lake","Aug","8/12/1993",8,21.33,8.47,8.79,0.241,NA,70.394
"8151","Otsego Lake","Aug","8/12/1993",10,14.82,8.28,10.29,0.262,NA,58.676
"8152","Otsego Lake","Aug","8/12/1993",12,11.49,8.34,11.4,0.267,NA,52.682
"8153","Otsego Lake","Aug","8/12/1993",14,8.32,8.06,8.44,0.276,NA,46.976
"8154","Otsego Lake","Aug","8/12/1993",16,7.54,7.93,7.04,0.277,NA,45.572
"8155","Otsego Lake","Aug","8/12/1993",18,6.92,7.83,6.79,0.275,NA,44.456
"8156","Otsego Lake","Aug","8/12/1993",20,6.55,7.77,7.04,0.272,NA,43.79
"8157","Otsego Lake","Aug","8/12/1993",30,5.66,7.75,7.8,0.273,NA,42.188
"8158","Otsego Lake","Aug","8/12/1993",40,4.8,7.7,6.75,0.274,NA,40.64
"8159","Otsego Lake","Aug","8/12/1993",42,4.65,7.63,5.8,0.275,NA,40.37
"8160","Otsego Lake","Aug","8/12/1993",44,4.59,7.61,4.86,0.277,NA,40.262
"8161","Otsego Lake","Aug","8/12/1993",46,4.5,7.58,3.87,0.276,NA,40.1
"8162","Otsego Lake","Aug","8/12/1993",48,4.45,7.52,2.48,0.281,NA,40.01
"8163","Otsego Lake","Aug","8/12/1993",50,4.43,7.51,2.42,0.278,NA,39.974
"8164","Otsego Lake","Apr","4/26/2012",0.1,7.48,8.2,12.16,0.278,101.5,45.464
"8165","Otsego Lake","Aug","8/5/1993",2,22.17,7.36,7.74,0.241,NA,71.906
"8166","Otsego Lake","Aug","8/5/1993",4,22.18,7.37,8.82,0.24,NA,71.924
"8167","Otsego Lake","Aug","8/5/1993",6,22.18,NA,8.83,0.24,NA,71.924
"8168","Otsego Lake","Aug","8/5/1993",8,22.19,NA,9.58,0.256,NA,71.942
"8169","Otsego Lake","Aug","8/5/1993",10,14,NA,11.06,0.263,NA,57.2
"8170","Otsego Lake","Aug","8/5/1993",12,10.98,NA,11.5,0.266,NA,51.764
"8171","Otsego Lake","Aug","8/5/1993",14,8.7,NA,9.38,0.272,NA,47.66
"8172","Otsego Lake","Aug","8/5/1993",16,7.66,NA,7.89,0.273,NA,45.788
"8173","Otsego Lake","Aug","8/5/1993",18,7.03,NA,7.36,0.272,NA,44.654
"8174","Otsego Lake","Aug","8/5/1993",20,6.62,NA,7.24,0.271,NA,43.916
"8175","Otsego Lake","Aug","8/5/1993",30,5.66,NA,8.15,0.27,NA,42.188
"8176","Otsego Lake","Aug","8/5/1993",40,4.99,NA,7.35,0.271,NA,40.982
"8177","Otsego Lake","Aug","8/5/1993",42,4.79,NA,6.82,0.273,NA,40.622
"8178","Otsego Lake","Aug","8/5/1993",44,4.68,NA,5.45,0.272,NA,40.424
"8179","Otsego Lake","Aug","8/5/1993",46,4.61,NA,4.75,0.274,NA,40.298
"8180","Otsego Lake","Aug","8/5/1993",48,4.51,6.71,3.44,0.274,NA,40.118
"8181","Otsego Lake","May","5/9/2012",0.1,11.6,8.39,11.42,0.305,105.1,52.88
"8182","Otsego Lake","Jul","7/29/1993",2,21.97,7.7,8.47,0.239,NA,71.546
"8183","Otsego Lake","Jul","7/29/1993",4,21.95,7.73,8.44,0.238,NA,71.51
"8184","Otsego Lake","Jul","7/29/1993",6,21.48,7.75,8.33,0.239,NA,70.664
"8185","Otsego Lake","Jul","7/29/1993",8,19.11,7.76,9.39,0.246,NA,66.398
"8186","Otsego Lake","Jul","7/29/1993",10,14.75,7.77,10.67,0.254,NA,58.55
"8187","Otsego Lake","Jul","7/29/1993",12,12,7.83,11.13,0.261,NA,53.6
"8188","Otsego Lake","Jul","7/29/1993",14,9.81,7.45,11.02,0.262,NA,49.658
"8189","Otsego Lake","Jul","7/29/1993",16,8.15,7.34,9.63,0.266,NA,46.67
"8190","Otsego Lake","Jul","7/29/1993",18,7.19,7.13,7.84,0.269,NA,44.942
"8191","Otsego Lake","Jul","7/29/1993",20,6.74,7.11,7.7,0.27,NA,44.132
"8192","Otsego Lake","Jul","7/29/1993",30,5.51,7.24,8.24,0.265,NA,41.918
"8193","Otsego Lake","Jul","7/29/1993",40,4.81,7.21,7.18,0.267,NA,40.658
"8194","Otsego Lake","Jul","7/29/1993",42,4.62,7.16,6.52,0.266,NA,40.316
"8195","Otsego Lake","Jul","7/29/1993",44,4.61,7.14,6.31,0.266,NA,40.298
"8196","Otsego Lake","Jul","7/29/1993",46,4.49,7.1,5.54,0.269,NA,40.082
"8197","Otsego Lake","Jul","7/29/1993",48,4.42,7.08,4.81,0.27,NA,39.956
"8198","Otsego Lake","May","5/24/2012",0.1,19.67,8.36,10.02,0.279,108.1,67.406
"8199","Otsego Lake","Jul","7/22/1993",2,22.26,7.49,8.99,0.246,NA,72.068
"8200","Otsego Lake","Jul","7/22/1993",4,22.27,7.5,8.98,0.246,NA,72.086
"8201","Otsego Lake","Jul","7/22/1993",6,22.25,7.51,8.98,0.246,NA,72.05
"8202","Otsego Lake","Jul","7/22/1993",8,17.85,7.53,10.98,0.253,NA,64.13
"8203","Otsego Lake","Jul","7/22/1993",10,12.96,7.61,11.96,0.263,NA,55.328
"8204","Otsego Lake","Jul","7/22/1993",12,10.9,7.62,12.5,0.266,NA,51.62
"8205","Otsego Lake","Jul","7/22/1993",14,8.55,7.62,11.2,0.27,NA,47.39
"8206","Otsego Lake","Jul","7/22/1993",16,7.51,7.34,8.86,0.272,NA,45.518
"8207","Otsego Lake","Jul","7/22/1993",18,6.95,7.2,8.32,0.272,NA,44.51
"8208","Otsego Lake","Jul","7/22/1993",20,6.41,7.15,8.25,0.272,NA,43.538
"8209","Otsego Lake","Jul","7/22/1993",30,5.58,7.13,8.54,0.271,NA,42.044
"8210","Otsego Lake","Jul","7/22/1993",40,4.74,7.09,7.34,0.273,NA,40.532
"8211","Otsego Lake","Jul","7/22/1993",42,4.62,7.04,6.65,0.275,NA,40.316
"8212","Otsego Lake","Jul","7/22/1993",44,4.53,6.99,5.54,0.275,NA,40.154
"8213","Otsego Lake","Jul","7/22/1993",46,4.52,6.96,5.46,0.276,NA,40.136
"8214","Otsego Lake","Jul","7/22/1993",48,4.48,6.94,4.87,0.275,NA,40.064
"8215","Otsego Lake","Jun","6/7/2012",0.1,17.64,8.18,9.84,0.296,103.3,63.752
"8216","Otsego Lake","Jul","7/15/1993",2,24.25,7.81,8.41,0.227,NA,75.65
"8217","Otsego Lake","Jul","7/15/1993",4,24.19,7.81,8.49,0.226,NA,75.542
"8218","Otsego Lake","Jul","7/15/1993",6,22.14,7.8,9.72,0.227,NA,71.852
"8219","Otsego Lake","Jul","7/15/1993",8,18,7.74,10.65,0.232,NA,64.4
"8220","Otsego Lake","Jul","7/15/1993",10,12.66,7.7,11.65,0.238,NA,54.788
"8221","Otsego Lake","Jul","7/15/1993",12,8.82,7.72,12.98,0.241,NA,47.876
"8222","Otsego Lake","Jul","7/15/1993",14,7.62,7.44,11.09,0.246,NA,45.716
"8223","Otsego Lake","Jul","7/15/1993",16,6.88,7.12,9.02,0.246,NA,44.384
"8224","Otsego Lake","Jul","7/15/1993",18,6.5,7.07,8.5,0.246,NA,43.7
"8225","Otsego Lake","Jul","7/15/1993",20,6.29,7.06,8.41,0.247,NA,43.322
"8226","Otsego Lake","Jul","7/15/1993",30,5.27,7.07,8.93,0.244,NA,41.486
"8227","Otsego Lake","Jul","7/15/1993",40,4.62,7.06,8.32,0.245,NA,40.316
"8228","Otsego Lake","Jul","7/15/1993",42,4.62,7.07,8.3,0.243,NA,40.316
"8229","Otsego Lake","Jul","7/15/1993",44,4.68,7.06,8.36,0.245,NA,40.424
"8230","Otsego Lake","Jul","7/15/1993",46,4.76,7.08,6.07,0.247,NA,40.568
"8231","Otsego Lake","Jul","7/15/1993",48,5.26,7.2,6.19,0.243,NA,41.468
"8232","Otsego Lake","Jun","6/21/2012",0.1,22.24,8.35,8.98,NA,103.3,72.032
"8233","Otsego Lake","Jul","7/8/1993",2,23.45,7.59,8.74,0.23,NA,74.21
"8234","Otsego Lake","Jul","7/8/1993",4,22.74,7.61,8.89,0.23,NA,72.932
"8235","Otsego Lake","Jul","7/8/1993",6,20.82,7.64,9.42,0.231,NA,69.476
"8236","Otsego Lake","Jul","7/8/1993",8,16.99,7.69,10.2,0.234,NA,62.582
"8237","Otsego Lake","Jul","7/8/1993",10,13.08,7.77,11.14,0.237,NA,55.544
"8238","Otsego Lake","Jul","7/8/1993",12,10.76,7.83,11.91,0.242,NA,51.368
"8239","Otsego Lake","Jul","7/8/1993",14,9.29,7.82,11.47,0.238,NA,48.722
"8240","Otsego Lake","Jul","7/8/1993",16,8.05,7.55,9.52,0.243,NA,46.49
"8241","Otsego Lake","Jul","7/8/1993",18,7.36,7.4,8.65,0.246,NA,45.248
"8242","Otsego Lake","Jul","7/8/1993",20,7.19,7.29,8.58,0.244,NA,44.942
"8243","Otsego Lake","Jul","7/8/1993",30,5.59,7.24,8.68,0.244,NA,42.062
"8244","Otsego Lake","Jul","7/8/1993",40,4.96,7.21,8.62,0.24,NA,40.928
"8245","Otsego Lake","Jul","7/8/1993",42,4.87,7.17,8.33,0.242,NA,40.766
"8246","Otsego Lake","Jul","7/8/1993",44,4.77,7.12,7.91,0.244,NA,40.586
"8247","Otsego Lake","Jul","7/8/1993",46,4.66,7.07,6.83,0.245,NA,40.388
"8248","Otsego Lake","Jul","7/8/1993",48,4.61,7.04,6.73,0.245,NA,40.298
"8249","Otsego Lake","Jul","7/4/2012",0.1,23.06,8.46,8.74,0.322,102.1,73.508
"8250","Otsego Lake","Jul","7/1/1993",2,20.24,7.75,9.27,0.255,NA,68.432
"8251","Otsego Lake","Jul","7/1/1993",4,19.81,7.76,9.56,0.256,NA,67.658
"8252","Otsego Lake","Jul","7/1/1993",6,19.37,7.77,9.46,0.256,NA,66.866
"8253","Otsego Lake","Jul","7/1/1993",8,16.24,7.78,10.26,0.26,NA,61.232
"8254","Otsego Lake","Jul","7/1/1993",10,12.98,7.83,11.4,0.262,NA,55.364
"8255","Otsego Lake","Jul","7/1/1993",12,9.18,7.73,11.74,0.266,NA,48.524
"8256","Otsego Lake","Jul","7/1/1993",14,8.21,7.36,10.47,0.267,NA,46.778
"8257","Otsego Lake","Jul","7/1/1993",16,7.23,7.1,9.77,0.269,NA,45.014
"8258","Otsego Lake","Jul","7/1/1993",18,6.52,7.09,9.71,0.268,NA,43.736
"8259","Otsego Lake","Jul","7/1/1993",20,6.21,7.06,9.71,0.269,NA,43.178
"8260","Otsego Lake","Jul","7/1/1993",30,5.2,7.09,9.9,0.266,NA,41.36
"8261","Otsego Lake","Jul","7/1/1993",40,4.42,7.09,9.27,0.265,NA,39.956
"8262","Otsego Lake","Jul","7/1/1993",42,4.4,7.07,9.18,0.266,NA,39.92
"8263","Otsego Lake","Jul","7/1/1993",44,4.33,7.06,8.99,0.267,NA,39.794
"8264","Otsego Lake","Jul","7/1/1993",46,4.27,7.05,8.79,0.268,NA,39.686
"8265","Otsego Lake","Jul","7/1/1993",48,7.22,7,7.95,0.268,NA,44.996
"8266","Otsego Lake","Jul","7/1/1993",50,4.22,7,8,0.268,NA,39.596
"8267","Otsego Lake","Jul","7/19/2012",0.1,24.91,8.28,8.25,0.32,99.7,76.838
"8268","Otsego Lake","Jun","6/24/1993",2,18.03,7.56,9.52,0.254,NA,64.454
"8269","Otsego Lake","Jun","6/24/1993",4,17.89,7.59,9.62,0.253,NA,64.202
"8270","Otsego Lake","Jun","6/24/1993",6,17.66,7.6,9.66,0.254,NA,63.788
"8271","Otsego Lake","Jun","6/24/1993",8,15.39,7.63,10.54,0.255,NA,59.702
"8272","Otsego Lake","Jun","6/24/1993",10,12.75,7.67,11.37,0.256,NA,54.95
"8273","Otsego Lake","Jun","6/24/1993",12,11.28,7.64,11.41,0.257,NA,52.304
"8274","Otsego Lake","Jun","6/24/1993",14,9.25,7.47,10.56,0.258,NA,48.65
"8275","Otsego Lake","Jun","6/24/1993",16,7.66,7.25,9.64,0.261,NA,45.788
"8276","Otsego Lake","Jun","6/24/1993",18,6.82,7.14,9.77,0.262,NA,44.276
"8277","Otsego Lake","Jun","6/24/1993",20,6.24,7.11,9.72,0.262,NA,43.232
"8278","Otsego Lake","Jun","6/24/1993",30,5.07,7.11,10.26,0.261,NA,41.126
"8279","Otsego Lake","Jun","6/24/1993",40,4.54,7.05,8.9,0.259,NA,40.172
"8280","Otsego Lake","Jun","6/24/1993",42,4.48,7,8.47,0.261,NA,40.064
"8281","Otsego Lake","Jun","6/24/1993",44,4.41,6.98,8.28,0.262,NA,39.938
"8282","Otsego Lake","Jun","6/24/1993",46,4.38,6.96,8.17,0.261,NA,39.884
"8283","Otsego Lake","Aug","8/2/2012",0.1,24.57,8.35,8.5,0.297,102.1,76.226
"8284","Otsego Lake","Jun","6/17/1993",2,17.48,7.85,9.9,0.252,NA,63.464
"8285","Otsego Lake","Jun","6/17/1993",4,15.6,7.91,10.82,0.251,NA,60.08
"8286","Otsego Lake","Jun","6/17/1993",6,15.08,7.93,11.07,0.251,NA,59.144
"8287","Otsego Lake","Jun","6/17/1993",8,13.57,7.94,11.2,0.253,NA,56.426
"8288","Otsego Lake","Jun","6/17/1993",10,11.26,7.92,11.38,0.256,NA,52.268
"8289","Otsego Lake","Jun","6/17/1993",12,9.87,7.87,11.17,0.257,NA,49.766
"8290","Otsego Lake","Jun","6/17/1993",14,8.48,7.71,10.57,0.258,NA,47.264
"8291","Otsego Lake","Jun","6/17/1993",16,7.63,7.6,10.2,0.259,NA,45.734
"8292","Otsego Lake","Jun","6/17/1993",18,7.05,7.56,10.17,0.258,NA,44.69
"8293","Otsego Lake","Jun","6/17/1993",20,6.51,7.52,10.17,0.259,NA,43.718
"8294","Otsego Lake","Jun","6/17/1993",30,5,7.44,10.56,0.255,NA,41
"8295","Otsego Lake","Jun","6/17/1993",40,4.58,7.4,10.14,0.258,NA,40.244
"8296","Otsego Lake","Jun","6/17/1993",42,4.45,7.7,10.12,0.259,NA,40.01
"8297","Otsego Lake","Jun","6/17/1993",44,4.38,7.38,9.73,0.26,NA,39.884
"8298","Otsego Lake","Jun","6/17/1993",46,4.33,7.35,9.28,0.26,NA,39.794
"8299","Otsego Lake","Jun","6/17/1993",48,4.31,7.33,8.88,0.258,NA,39.758
"8300","Otsego Lake","Aug","8/16/2012",0.1,23.91,8.36,8.65,0.278,102.6,75.038
"8301","Otsego Lake","Jun","6/10/1993",2,14.23,7.77,11.18,0.253,NA,57.614
"8302","Otsego Lake","Jun","6/10/1993",4,13.94,7.78,11.4,0.254,NA,57.092
"8303","Otsego Lake","Jun","6/10/1993",6,13.76,7.79,11.25,0.253,NA,56.768
"8304","Otsego Lake","Jun","6/10/1993",8,13.57,7.79,11.16,0.253,NA,56.426
"8305","Otsego Lake","Jun","6/10/1993",10,12.5,7.78,11.2,0.253,NA,54.5
"8306","Otsego Lake","Jun","6/10/1993",12,8.62,7.53,10.82,0.255,NA,47.516
"8307","Otsego Lake","Jun","6/10/1993",14,7.59,7.47,10.73,0.258,NA,45.662
"8308","Otsego Lake","Jun","6/10/1993",16,6.84,7.43,10.76,0.258,NA,44.312
"8309","Otsego Lake","Jun","6/10/1993",18,6.41,7.39,10.65,0.258,NA,43.538
"8310","Otsego Lake","Jun","6/10/1993",20,5.97,7.37,10.69,0.257,NA,42.746
"8311","Otsego Lake","Jun","6/10/1993",30,5.39,7.34,10.8,0.255,NA,41.702
"8312","Otsego Lake","Jun","6/10/1993",40,4.65,7.31,10.41,0.256,NA,40.37
"8313","Otsego Lake","Jun","6/10/1993",42,4.58,7.28,10.18,0.258,NA,40.244
"8314","Otsego Lake","Jun","6/10/1993",44,4.53,7.25,9.82,0.258,NA,40.154
"8315","Otsego Lake","Jun","6/10/1993",46,4.48,7.23,9.8,0.258,NA,40.064
"8316","Otsego Lake","Jun","6/10/1993",48,4.45,7.22,9.79,0.257,NA,40.01
"8317","Otsego Lake","Sep","9/5/2012",0.1,22.52,8.21,8.71,0.283,100.5,72.536
"8318","Otsego Lake","May","5/25/1993",2,12.15,7.98,11.86,0.261,NA,53.87
"8319","Otsego Lake","May","5/25/1993",4,11.76,7.97,11.99,0.261,NA,53.168
"8320","Otsego Lake","May","5/25/1993",6,11.67,7.94,11.94,0.26,NA,53.006
"8321","Otsego Lake","May","5/25/1993",8,11.57,7.91,11.89,0.26,NA,52.826
"8322","Otsego Lake","May","5/25/1993",10,11.37,7.85,11.82,0.26,NA,52.466
"8323","Otsego Lake","May","5/25/1993",12,6.39,7.47,11.43,0.259,NA,43.502
"8324","Otsego Lake","May","5/25/1993",14,5.37,7.43,11.3,0.258,NA,41.666
"8325","Otsego Lake","May","5/25/1993",16,5.23,7.42,11.22,0.258,NA,41.414
"8326","Otsego Lake","May","5/25/1993",18,5.09,7.42,11.21,0.259,NA,41.162
"8327","Otsego Lake","May","5/25/1993",20,4.93,7.41,11.1,0.258,NA,40.874
"8328","Otsego Lake","May","5/25/1993",30,4.42,7.4,10.88,0.258,NA,39.956
"8329","Otsego Lake","May","5/25/1993",40,4.38,7.4,10.43,0.257,NA,39.884
"8330","Otsego Lake","May","5/25/1993",42,4.39,7.35,10.22,0.257,NA,39.902
"8331","Otsego Lake","May","5/25/1993",44,4.42,7.35,10.08,0.256,NA,39.956
"8332","Otsego Lake","May","5/25/1993",46,4.51,7.37,9.87,0.257,NA,40.118
"8333","Otsego Lake","May","5/25/1993",48,4.76,7.4,9.86,0.257,NA,40.568
"8334","Otsego Lake","Sep","9/19/2012",0.1,19.75,7.99,8.77,0.281,96.1,67.55
"8335","Otsego Lake","May","5/10/1993",2,11.03,7.52,11.64,0.261,NA,51.854
"8336","Otsego Lake","May","5/10/1993",4,8.92,7.5,11.85,0.259,NA,48.056
"8337","Otsego Lake","May","5/10/1993",6,7.38,7.45,11.92,0.258,NA,45.284
"8338","Otsego Lake","May","5/10/1993",8,6.91,7.42,11.79,0.258,NA,44.438
